id,letter_category,register,language,title,content
REQ007,request,formal,si,කාර්යාලය සඳහා වායු සමන යන්ත්‍රයක් ලබා දෙන ලෙස ඉල්ලීම,"ස්ථානාධිපති,
රථවාහන අංශය,
පොලිස් ස්ථානය,
[ලිපිනය]

අධ්‍යක්ෂක තුමා,
[ආයතනයේ නම],
[ලිපිනය]

වායු සමන යන්ත්‍රයක් ලබා ගැනීම සම්බන්ධව.

[ගම/නගරය] පොලිස්ථානයේ රථවාහන අංශයේ වායුසමනය අක්‍රිය වී ඇත. එය යථාතත්වයට පත්කිරීමට නොහැකි තත්වයට පත්වී ඇත. මාගේ අංශයට අනුයුක්ත නිළධාරීන් හිරුරස්මියෙන් යුක්තව ප්‍රධාන පාරවල් 05 කට අදාලව රථවාහන රාජකාරි කර දැඩි පීඩාවෙන් අංශයට පැමිණීමේදී අංශයේ සිටීම අපහසුතාවයකි.

අංශය වායුසමනය සඳහා වීදුරුවලින් වටකර ඇති නිසා ඇතුලත පොත්පත් වල රාජකාරි කරන නිළධාරීන්ද දැඩි අපහසුතාවයෙන් කටයුතු කරයි. ප්‍රධාන පාරට මායිම්ව රථවාහන අංශය පිහිටා ඇති බැවින් [ආයතනයේ නම] මගින් ප්‍රධාන පාර පිළිසකර කරන විට දුම දූවිල්ල එකවර අංශය තුලට පැමිණීම හේතුවෙන් අංශයේ පොත්පත්ද අපිරිසිදුවී ඇත.

රථවාහන අංශයට ඇති වී ඇති අපහසුතාවය සලකා බලා මෙම අංශයට හොඳ තත්වයේ වායුසමන යන්ත්‍රයක් ලබාදීමට කටයුතු සලසා දෙන මෙන් කාරුණිකව ඉල්ලා සිටිමි.

ස්ථානාධිපති,
රථවාහන අංශය."
REQ008,request,formal,si,ශාඛාව නව ස්ථානයකට මාරු කිරීමේදී පොලිස් ආරක්ෂාව ඉල්ලීම,"[ආයතනයේ නම]
[ලිපිනය]

[දිනය]

යොමුව - [ලිපි අංකය]

ස්ථානාධිපති
පොලිස් ස්ථානය
[ලිපිනය]

මහත්මයාණෙනි / මහත්මියෙනි

ශාඛාව වෙනත් ස්ථානයක ස්ථාපිත කිරීම

දැනට [ලිපිනය] යන ස්ථානයේ පවත්වාගෙන යනු ලබන අප ශාඛාව [දිනය] දින [ලිපිනය] යන ස්ථානය වෙත මාරු වීමට කටයුතු යොදා ඇත.

එදින [වේලාව] ට පමණ මෙම ස්ථානයේ සිට නව නිවහන දක්වා පෙරහරකින් ගමන් ආරම්භ කිරීමට කටයුතු යොදා ඇති හෙයින් එම අවස්ථාවට පොලිස් ආරක්ෂාව ලබාදීමට කටයුතු කරන මෙන් කාරුණිකව ඉල්ලා සිටිමි.

තවද ශාඛාවේ සුරක්ෂිතාගාරයේ ඇති ආරක්ෂක සේප්පු ප්‍රවාහනය කිරීමේ කටයුතු [දිනය] දිනට පෙර සිදු කිරීමට අවශ්‍ය බැවින් අපගේ ඉහල කළමනාකාරිත්වයෙන් උපදෙස් ලද විගස එම ප්‍රවාහනය කිරීමේ කටයුතු සිදුකිරීමට අදහස් කෙරෙන බැවින්, ඒ සඳහාද පොලිස් ආරක්ෂාව අප බලාපොරොත්තු වන අතර, නියමිත දිනය කල්වේලා ඇතිව ඔබ වෙත දැන්වීමට කටයුතු කරන්නෙමු."
REQ009,request,formal,si,පාසල ඉදිරිපිට පදික මාරුවක් යෙදීම සඳහා ඉල්ලීම,"[පාසලේ නම]

[දිනය]

ස්ථානාධිපති
රථවාහන පොලීසිය
[ලිපිනය]

ස්ථානාධිපතිතුමණි

පාසල ඉදිරිපිට පදික මාරුව වෙනස් කිරීම.

අප විද්‍යාලයේ 01 ශ්‍රේණියේ සිට 05 ශ්‍රේණිය දක්වා සිසුන් ඉගෙන ගන්නා ප්‍රාථමික පාසලකී. දැනට අප විද්‍යාලය ඉදිරිපිට පදික මාරුවක් යොදා නැත. අප විද්‍යාලය [පාසලේ නම] ප්‍රාථමික අංශය ලෙස [දිනය] දිනට පෙර පැවති බැවින් [පාසලේ නම] ඉදිරිපිට පදික මාරුවක් යොදා ඇත.

පාසල් දෙක ඉදිරිපිට පදික මාරු යෙදීමට නොහැකි බැවින් [පාසලේ නම] විදුහල්පති තුමා හා එකඟව පාසල් දෙකටම පොදු වන සේ පදික මාරුවක් යෙදීමට සුදුසු වන බව අදහස් කර ඇති අතර ඒ පිළිබඳ [ආයතනයේ නම] ස්ථානාධිපති තුමියට ද දන්වා ඇත.

මීට පෙර ඔබ තුමාට ද මේ පිළිබඳව මා විසින් ලිඛිතව දන්වා ඇත. ඒ අනුව ඔබතුමාගේ අවධානය යොමු කර පදික මාරුව [ගම/නගරය] ගුරු මධ්‍යස්ථානයේ ඉදිරිපසින් යෙදීමට අවශ්‍ය කටයුතු සලසා දෙන මෙන් කාරුණිකව ඉල්ලා සිටිමි.

විදුහල්පති"
REQ010,request,formal,si,නඩුවකට සාක්ෂි දීම සඳහා කොට්ඨාශයෙන් පිටව යාමට අවසර ඉල්ලීම,"[තනතුර] [නම],
රථවාහන අංශය,
පොලිස්ථානය,
[ලිපිනය],
[දිනය]

ස්ථානාධිපති, රථවාහනතුමා මගින්,
මූලස්ථාන පොලිස් පරීක්ෂකතුමා මගින්,
සහකාර පොලිස් අධිකාරිතුමා, [ලිපිනය] මගින්,
පොලිස් අධිකාරී කාර්යාලය,
[ලිපිනය]

[නඩු අංකය] දරණ නඩුවට සාක්ෂි දීම සඳහා කොට්ඨාශයෙන් පිටතට යාමට අවසර ඉල්ලීම

රථවාහන අංශයට අනුයුක්තව රාජකාරි කරනු ලබන [නම] වන මාහට [දිනය] දින [ලිපිනය] අධිකරණයේ විභාග වන [නඩු අංකය] දරණ නඩුවට සාක්ෂි දීම සඳහා [දිනය] වෙනි දින රාජකාරියෙන් පසු කොට්ඨාශයෙන් බැහැර යාම සඳහා අවසර ලබා දෙන මෙන් ඔබතුමන්ලාගේ ඉල්ලා සිටිමි.

මෙයට,
අණගරුක,
[යවන්නාගේ නම]"
REQ011,request,formal,si,නගරය තුළ රථගාල් ස්ථාපිත කර දෙන ලෙස ඉල්ලීම,"රථ වාහන අංශය,
[ලිපිනය],
[දිනය]

ප්‍රධාන ඉංජිනේරුතුමා,
[ආයතනයේ නම],
[ලිපිනය]

රථවාහන තදබදය සම්බන්ධව

01. ප්‍රධාන පාරවල් 05 ක රථ වාහන තදබදය නගරය තුළ සංසරණය වන බවත් එයින් නගරයේ වාහන තදබදයක් පවතී.

02. කොතරම් වාහන ප්‍රමාණයක් නගරය තුළම සංක්‍රමණය වුවත් නගරයේ රථගාල නොමැතිකම හේතුවෙන් ප්‍රධාන මාර්ග අයිනේ නතර කර තබයි.

03. එයින් මාර්ග තදබදය වැඩිවන බවත් දිනෙන් දින අනතුරු ද වැඩි වේ.

එබැවින් නගරයේ ඇතුළත රථ වාහන ගාල් කිරීම සඳහා රථගාලක්ද ප්‍ර/බස් රථ ගාල් කිරීම සඳහා රථගාලක්ද ස්ථාපිත කර දෙන ලෙස ගෞරවයෙන් ඉල්ලා සිටිමි.

ස්ථානාධිපති / රථ වාහන,
[ලිපිනය]"
REQ012,request,formal,si,පාපැදි තරගයක් සඳහා යතුරු පැදිය හා නිලධාරීන් යැවීමට අනුමැතිය ඉල්ලීම,"රථ වාහන අංශය,
පොලිස් ස්ථානය,
[ලිපිනය]
[දිනය]

මූලස්ථාන පොලිස් පරීක්ෂකතුමා මගින්,
සහකාර පොලිස් අධිකාරි [ලිපිනය],
ජ්‍යෙෂ්ඨ පොලිස් අධිකාරි තුමා [ලිපිනය] කොට්ටාසය මගින්,
නියෝජ්‍ය පොලිස්පතිතුමා [ලිපිනය] දිසාව,
නියෝජ්‍ය පොලිස්පති කාර්යාලය,
[ලිපිනය]

අංක [ලියාපදිංචි අංකය] දරන පොලිස් යතුරු පැදිය සහ නිලධාරින් දෙදෙනකු පාපැදි තරගයක් සඳහා වසමෙන් පිටත යැවීමට අවසර ඉල්ලීම

[ආයතනයේ නම] විසින් 29 වෙනි වරටත් සංවිධානය කරන මහා පාපැදි තරගය [දිනය] වෙනි දින පැය 09.00ට [ගම/නගරය] පොලිස් වසමේ මංසන්ධියෙන් ආරම්භ වී [ගම/නගරය] යන පොලිස් වසම් හරහා ගමන් කරන බැවින් ඒ සඳහා [ගම/නගරය] රථ වාහන අංශයට අනුයුක්ත අංක [ලියාපදිංචි අංකය] දරණ යතුරු පැදිය හා පැදිකරු [සේවක අංකය] [නම], සහ පසු පැදිකරු [සේවක අංකය] [නම] නිලධාරීන් දෙදෙනාට පෙරගමන් ආරක්ෂාව සඳහා පිටත් කර යැවීමට අවශ්‍ය අනුමැතිය ලබා දෙන මෙන් කරුණාවෙන් ඉල්ලා සිටිමි.

ස්ථානාධිපති / රථ වාහන,
[ලිපිනය]"
REQ013,request,formal,si,පොත් තැබීම සඳහා වානේ අල්මාරි දෙකක් ලබා දෙන ලෙස ඉල්ලීම,"රථ වාහන අංශය,
පොලිස් ස්ථානය,
[ලිපිනය],
[දිනය]

අධ්‍යක්‍ෂකතුමා,
ගිණුම් අංශය,
[ආයතනයේ නම],
[ලිපිනය]

පොත් අල්මාරි 02 ක් ලබා ගැනීම සඳහා

[ගම/නගරය] පොලිස් ස්ථානයේ රථ වාහන අංශයේ පාවිච්චි කරන දඩ පොත් තබා ගැනීම සඳහා ඔබ ආයතනයේ ඉවත් කරන ලද වානේ අල්මාරි 02 ක් ලබා දෙන ලෙස කරුණාවෙන් ඉල්ලා සිටිමි.

ස්ථානාධිපති / රථ වාහන,
[ලිපිනය]"
REQ014,request,formal,si,රිය අනතුරකට වගකිව යුතු රියදුරු විදේශගත වීම වැළැක්වීමට ඉල්ලීම,"පොලිස් ස්ථානය,
[ලිපිනය]
[දිනය]

විදේශ සේවා නියුක්ති කාර්යාංශය,
[ලිපිනය]

[දිනය] දින මගීන් පටවාගත් අංක [ලියාපදිංචි අංකය] දරන පුද්ගලික බස් රථය [ගම/නගරය] දෙස සිට [ගම/නගරය] දෙසට ධාවනය කරන අවස්ථාවේදී [ගම/නගරය] ප්‍රදේශයේ පුද්ගලික රෝහල ඉදිරිපිටදී [වේලාව] ට පමණ, ප්‍රධාන මාර්ගයේ දකුණු පැත්තේ සිට වම්පසට පදික මාරුවේ ගමන් කරමින් සිටි [නම] නමැත්තිය බස් රථයේ ගැටී ඉදිරි වම් පස රෝදයට අයගේ වම කකුල අසු වීමෙන් මෙම අනතුර සිදු වී ඇත.

මෙම අනතුරින් බරපතල තුවාල ලබා පදික කාන්තාව රෝහල්ගත කර ඇති අතර රියදුරුද ඔහුට එම අවස්ථාවේදි පහර දීමක් කර ඇති බවට සඳහන් කරමින් [ගම/නගරය] රෝහලට ඇතුළත් වී ප්‍රතිකාර ලබයි.

මෙම අනතුර සම්බන්ධයෙන් [නඩු අංකය] යටතේ කරුණු වාර්තා කරන ලද අතර මෙම අනතුරට වගකිව යුතු පුද්ගලික බස් රථයේ රියදුරු වන [නම] යන අය විදේශගත වන බවට තොරතුරු අනාවරණය වී ඇති බැවින් මෙම රියදුරු විදේශගත වීම වළක්වා මා වෙත දැනුම් දෙන ලෙසට කාරුණිකව ඉල්ලා සිටිමි.

මෙම රියදුරුගේ පු.හැ. අංකය - [ජා.හැ. අංකය]
රි.බ. අංකය - [රියදුරු බලපත්‍ර අංකය]

මූලස්ථාන පොලිස් පරීක්‍ෂක,
[ලිපිනය]"
REQ015,request,formal,si,මියගිය නිලධාරියාගේ නිවස නිම කිරීමට ඉදිකිරීම් ද්‍රව්‍ය ඉල්ලීම,"මූලස්ථාන පොලිස් ස්ථානය,
[ලිපිනය]
[දිනය]

සහකාර සාමාන්‍යධිකාරි තුමා,
[ආයතනයේ නම],
[ලිපිනය]

[ගම/නගරය] පොලිස්ථානයට අනුයුක්තව රාජකාරි කරන ලද [තනතුර] [නම] නිලධාරියා [වර්ෂය] වසරේ පොලිස් ස්ථානයට ලැබුණු දුරකතන පණිවිඩයකට අනුව [ගම/නගරය] හෝටලයේ නවාතැන් ගෙන සිටී.

සැක සහිත පුද්ගලයින් දෙදෙනෙකු පරික්ෂා කිරීමට යාමේදී සැකකරුවන් විසින් වෙඩි තැබීමක් සිදු කරන ලදි. එම වෙඩි තැබීම හේතුවෙන් නිලධාරියා මිය යන ලදී.

මේ වන විට නිලධාරියාගේ අඩක් නිම කළ නිවසේ ඉදිරි වැඩ කටයුතු නිම කර ගැනීමට නොහැකි තත්ත්වයක් ඇති වී තිබෙන බව බිරිඳ විසින් දැනුම් දී ඇත.

ඒ අනුව නිවසේ ඉදිරි වැඩ කටයුතු සඳහා අවශ්‍ය කොන්ක්‍රීට් ගල් කියුබ් 02 ක් ලබා දීමට කටයුතු සලසා දෙන මෙන් කාරුණිකව ඉල්ලා සිටිමි.

මූලස්ථාන ප්‍රධාන පොලිස් පරීක්ෂක,
මූලස්ථාන පොලිස් ස්ථානය,
[ලිපිනය]"
REQ016,request,formal,si,කාර්යක්ෂමතා කඩඉම් පරීක්ෂණය සඳහා ස්ථානයක් වෙන් කර දෙන ලෙස ඉල්ලීම,"මගේ අංකය :- [ලිපි අංකය]
දිනය :- [දිනය]

පළාත් අධ්‍යාපන ලේකම්,
[ලිපිනය]

අනධ්‍යයන කාර්ය මණ්ඩලයේ කාර්යක්ෂමතා කඩඉම් පරීක්ෂණය.

[ලිපිනය] පළාතේ ජාතික පාසල්, විද්‍යාපීඨ, ගුරු මධ්‍යස්ථාන හා ගුරු විද්‍යාලවල සේවය කරන ප්‍රාථමික ශ්‍රේණිවල කාර්යක්ෂමතා කඩඉම් පරීක්ෂණය එම පළාතේම පැවැත්වීම සුදුසු බව තීරණය කරන ලදී.

02. මෙම පරීක්ෂණය මණ්ඩල දෙකක් යටතේ පැවැත්වෙන අතර ඒ සඳහා අමාත්‍යංශයේ මාණ්ඩලික නිලධාරීන් පැමිණීමට නියමිතව ඇත. සේවකයින් 100 ක් පමණ ඉහත දිනයේදී කැඳවීමට අපේක්ෂා කර ඇත. [වේලාව] සිට [වේලාව] දක්වා මෙම පරීක්ෂණ පැවැත්වීමට නියමිතය. පරීක්ෂණ මණ්ඩලය සඳහා නිලධාරීන් 15 ක් පමණ සහභාගීවේ.

03. මෙම කටයුත්ත සඳහා සුදුසු ස්ථානයක් වෙන් කර දෙන ලෙස කාරුණිකව ඉල්ලා සිටිමි.

[යවන්නාගේ නම],
අතිරේක ලේකම් (පාලන හා මුදල්),
අධ්‍යාපන ලේකම් වෙනුවට."
REQ017,request,formal,si,උපාධි සහතිකයක නිරවද්‍යතාව සනාථ කර එවන ලෙස ඉල්ලීම,"[ලිපි අංකය]
[දිනය]

ලේඛකාධිකාරී,
[ආයතනයේ නම],
[ලිපිනය]

උපාධි සහතිකයේ නිරවද්‍යතාව සනාථ කර ගැනීම.

ඔබ ආයතනය වෙතින් [නම] වෙත නිකුත් කර ඇති විද්‍යාවේදී උපාධි සහතිකයේ පිටපතක් මේ සමඟ අමුණා එවන අතර එහි නිරවද්‍යතාවය සහ මෙම ප්‍රතිඵල වලංගු වන දිනය සනාථ කර එවන මෙන් කාරුණිකව දන්වමි.

[යවන්නාගේ නම],
සහකාර ලේකම්,
(අධ්‍යාපන සේවා ආයතන),
අධ්‍යාපන ලේකම් වෙනුවට."
REQ018,request,formal,si,විද්‍යාගාරයේ වහලය අලුත්වැඩියාවට ඇස්තමේන්තු සකස් කර එවන ලෙස ඉල්ලීම,"මගේ අංකය : [ලිපි අංකය]
දිනය : [දිනය]

ගොඩනැගිලි අධ්‍යක්ෂ මගින්,
දිස්ත්‍රික් ඉංජිනේරු,
[ලිපිනය]

උසස් පෙළ විද්‍යාගාරයේ වහලය අලුත්වැඩියාව - [පාසලේ නම]

උක්ත කරුණට සම්බන්ධයෙන් විදුහල්පතිගේ [දිනය] දිනැති ලිපිය හා බැඳේ. (පිටපතක් අමුණා ඇත).

විද්‍යාලයේ උසස්පෙළ විද්‍යාගාරයේ වහලය අලුත්වැඩියා කිරීම සඳහා කඩිනමින් ඇස්තමේන්තු සකස් කර එවන මෙන් කාරුණිකව දන්වමි.

[යවන්නාගේ නම],
පාසල් ගොඩනැගිලි අධ්‍යක්ෂ,
අධ්‍යාපන ලේකම් වෙනුවට.

පිටපත් :-
1. පළාත් අධ්‍යාපන අධ්‍යක්ෂ, [ආයතනයේ නම].
2. දිස්ත්‍රික් ඉංජිනේරු (ගොඩනැගිලි), [ලිපිනය] - අතිරේක පිටපතකි.
3. විදුහල්පති, [පාසලේ නම]."
REQ019,request,formal,si,පරිගණක අභ්‍යාසලාභිනියක් නැවත ලබා දෙන ලෙස ඉල්ලීම,"වෙත :- ජ්‍යෙෂ්ඨ සහකාර ලේකම්(පාලන)
වෙතින් :- ගොඩනැගිලි කළමනාකරු
දිනය :- [දිනය]
මගේ අංකය :- [ලිපි අංකය]
විෂය :- පරිගණක අභ්‍යාසලාභිනියක් ලබා ගැනීම

ගොඩනැගිලි කළමනාකරණ ශාඛාවේ පරිගණක පුහුණුවන්නෙකුගේ සේවය [දිනය] දින වන තෙක් ලබා ගත් අතර ඇයගේ සේවය අවසන් වී ඇති බැවින් නැවත පරිගණක අභ්‍යාසලාභිනියක් ලබා දෙන මෙන් කාරුණිකව ඉල්ලමි.

[යවන්නාගේ නම],
ගොඩනැගිලි කළමනාකරු."
REQ020,request,formal,si,විදුලි සෝපානයේ අඩුපාඩු සකසා යථා තත්ත්වයට පත් කරන ලෙස ඉල්ලීම,"මගේ අංකය :- [ලිපි අංකය]
දිනය :- [දිනය]

අධ්‍යක්ෂ,
[ආයතනයේ නම],
[ලිපිනය]

[ආයතනයේ නම] ගොඩනැගිල්ලේ භාණ්ඩ විදුලි සෝපානය 5 වන මහල දක්වා (අතිරේක මහල් දෙක) දීර්ඝ කර සවිකිරීම.

අංක [ලිපි අංකය] දරන ඉහත කොන්ත්‍රාත්තුව සම්බන්ධව එළඹි ගිවිසුමට අනුවයි.

02. ඉහත කාර්යය ඔබ ආයතනය විසින් [දිනය] අවසන් කර අප වෙත භාරදී ඇත. මෙම විදුලි සෝපානය බඩු පටවා ඉහළ පහළ යාමේ දී පහත සඳහන් අඩුපාඩු පවතින බැව් හෙළිදරව් විය.

නතර කිරීමේ දී ගැස්සීමක් ඇති වීම.
පළමු මහලේ දී නිසියාකාරව විදුලි සෝපානයේ දොර නොවැසීම.
එකවර මහල් 3 කට වඩා බොත්තම් සහිත අංක තේරීම කළහොත් එම අංක සියල්ල සඳහන් බොත්තම් අක්‍රිය වීම.
අදාළ මහලට සෝපාන තට්ටුව විවෘත වුවද සෝපාන තට්ටුව මහලට වඩා මඳක් උස්ව පැවතීම.

03. ඉහත සඳහන් අඩුපාඩු හැකි ඉක්මණින් සාදා භාණ්ඩ - විදුලි සෝපානය යථා තත්ත්වයට පත්කර දෙන මෙන් කාරුණිකව ඉල්ලා සිටිමි.

[යවන්නාගේ නම],
ගොඩනැගිලි කළමනාකරු."
REQ021,request,formal,si,භාණ්ඩ තොගයක් රේගුවෙන් නිදහස් කිරීමට සේවා ප්‍රසම්පාදනය ඉල්ලීම,"වෙත :- ගණකාධිකාරි (ප්‍රසම්පාදන)
වෙතින් :- අධ්‍යක්ෂ (පාසල් සැපයීම්)
දිනය :- [දිනය]
මගේ අංකය :- [ලිපි අංකය]
විෂය :- පාසල් උපකරණ පරිත්‍යාගය - විද්‍යුත් පියානෝ රේගුවෙන් නිදහස් කර [ලිපිනය] ගබඩාව වෙත ප්‍රවාහනය සඳහා සේවා ප්‍රසම්පාදනය.

හයවන තොගය [අංකය] පියානෝ.

ඉහත කරුණු සම්බන්ධයෙන් මාගේ අංක [ලිපි අංකය] හා [දිනය] දිනැති ලිපිය හා බැඳේ. (පිටපත අමුණා ඇත)

02. ඒ අනුව අවසන් පියානෝ [අංකය] තොගය ඒවායේ ආධාරක සමඟ නැව්ගත කර ඇති බව දැනුම් දී ඇති අතර ඊට අදාළ නැව්ගත කිරීම් ලියවිලිවල ෆැක්ස් පිටපත් මේ වනවිටත් අප වෙත ලැබී ඇත. අංක [ලිපි අංකය] දරණ බිල්පතෙහි සහ ඊට අදාල ඉන්වොයිසියේ හා ඇසුරුම් ලැයිස්තුවේ පිටපත් අවශ්‍ය කටයුතු සඳහා මේ සමග එවමි.

ඒ අනුව මෙම තොගය රේගුවෙන් නිදහස්කර [ලිපිනය] ගබඩා සංකීර්ණය වෙත ප්‍රවාහනය කර භාරදීම සඳහා සේවා ප්‍රසම්පාදනය කරදෙන මෙන් කාරුණිකව ඉල්ලා සිටිමි.

03. තවද මීට අදාළ මුල් පිටපත් අප වෙත ලැබුණු වහාම ලබාදීමට නියමිත බවද කාරුණිකව සලකන්න.

(මේ සම්බන්ධව වැඩිදුර තොරතුරු සඳහා කරුණාකර [දුරකථන අංකය] සංවර්ධන සහකාර [නම] මෙනවිය විමසන්න.)

[යවන්නාගේ නම],
අධ්‍යක්ෂ(සැපයීම්)"
REQ022,request,formal,si,පළාත් සභා කාර්ය මණ්ඩල තොරතුරු එවන ලෙස ඉල්ලීම,"මගේ අංකය - [ලිපි අංකය]
දිනය - [දිනය]

ප්‍රධාන ලේකම්,
ප්‍රධාන ලේකම් කාර්යාලය,
[ලිපිනය]

කාර්ය මණ්ඩල තොරතුරු - [දිනය]

මෙම අමාත්‍යාංශය විසින් සම්පාදනය කරනු ලැබ ඇති පළාත් සභා කාර්ය මණ්ඩල දත්ත පදනම (Data Base) යාවත්කාලීන කිරීම සඳහා අවශ්‍ය තොරතුරු විධිමත් ලෙස ලබා දීම මඟින් මෙතෙක් ඔබ විසින් දෙන ලද සහයෝගය බෙහෙවින් අගය කරන අතර, මෙම දත්ත පද්ධතිය තව දුරටත් වැඩි දියුණු කිරීම පිණිස ඔබගේ කාරුණික සහාය අවශ්‍ය වී ඇත.

ඒ අනුව පළාත් සභා කාර්ය මණ්ඩල සම්බන්ධයෙන් මෙම අමාත්‍යාංශය විසින් නඩත්තු කරනු ලබන දත්ත පදනම [දිනය] වර්ෂයට තවදුරටත් පුළුල් කිරීමට යෝජිත හෙයින් [දිනය] දිනට ඔබ පළාත් සභාවේ කාර්ය මණ්ඩල තොරතුරු මේ සමඟ ඔබ වෙත එවනු ලබන ආකෘතියට අනුව වර්ගීකරණය කර [දිනය] දිනට පෙර මා වෙත එවන මෙන් කාරුණිකව ඉල්ලා සිටිමි.

[යවන්නාගේ නම],
අතිරේක ලේකම්(ප්‍රතිපත්ති),
ලේකම් වෙනුවට."
REQ023,request,formal,si,ව්‍යාපෘති වාර්තාව සාකච්ඡා කිරීමට දිනයක් ලබා දෙන ලෙස ඉල්ලීම,"[ලබන්නාගේ තනතුර],
[ලබන්නාගේ නම],
[ආයතනයේ නම],
[ලිපිනය]

ගරු ආණ්ඩුකාරතුමියෙනි,

පොදු මගී ප්‍රවාහන සේවය සඳහා ව්‍යුහාත්මක ප්‍රතිසංස්කරණ ක්‍රියාත්මක කිරීම.

ඔබ තුමිය සමග මා මෑතකදී සාකච්ඡා කරන ලද [ආයතනයේ නම] විසින් පිළියෙළ කරන ලද ඉහත ව්‍යපෘති වාර්තාව හා බැඳේ.

ඒ අනුව එම ව්‍යාපෘති වාර්තාව ඔබතුමියගේ කාරුණික අවධානය සඳහා ඉදිරිපත් කරන අතර ඒ මගින් ඉදිරිපත් කර ඇති කරුණු සාකච්ඡා කිරීමට සුදුසු දිනයක් ලබා දෙන මෙන් කාරුණිකව ඉල්ලමි.

[යවන්නාගේ නම],
ලේකම්.

පිටපත් :
[නම], [තනතුර] - කාරුණික දැනගැනීම සඳහා
[නම], සභාපති, [ආයතනයේ නම] - කාරුණික දැනගැනීම සඳහා"
REQ024,request,formal,si,රථයක් සඳහා ටයර් හතරක මිල ගණන් එවන ලෙස ඉල්ලීම,"මගේ අංකය - [ලිපි අංකය]
දිනය - [දිනය]

වර්ග [අංකය] ටයර් 4ක් මිලට ගැනීම.

අප ආයතනයේ දැනට භාවිතා කරන ලද කැබ් රථයක් සඳහා ඉහත සඳහන් කර ඇති වර්ගයේ ටයර් 4ක් මිලට ගැනීමට අවශ්‍ය වී ඇත.

එබැවින් ඔබගේ මිල ගණන් [දිනය] ට පෙර පහත සඳහන් ලිපිනයට අප වෙත දන්වා එවන මෙන් කාරුණිකව දන්වා එවමි.

([තනතුර], [ආයතනයේ නම], [ලිපිනය])

[යවන්නාගේ නම],
නියෝජ්‍ය ප්‍රධාන ලේකම්(සැලසුම්)."
REQ025,request,formal,si,හදිසි ආපදා ප්‍රතිචාර සඳහා මුදල් ප්‍රතිපාදන ලබා දෙන ලෙස ඉල්ලීම,"මගේ අංකය - [ලිපි අංකය]
දිනය - [දිනය]

අධ්‍යක්ෂ ජනරාල්,
[ආයතනයේ නම],
[ලිපිනය]

හදිසි ආපදා ප්‍රතිචාර දැක්වීම සඳහා මුදල් ප්‍රතිපාදන ලබා ගැනීම.

මේ දිනවල පවතින අයහපත් කාලගුණික තත්වය හේතුවෙන් [ලිපිනය] දිස්ත්‍රික්කයේ ප්‍රාදේශීය ලේකම් කොට්ඨාශ කිහිපයක ආපදා තත්වයන් මෙන්ම මාර්ග කිහිපයකටද පස් කඳු හා ගස් කඩා වැටීම හේතුවෙන් අවහිර වී ඇති බව වාර්තා වී ඇති අතර [ආයතනයේ නම] විසින් නායයෑමේ අවදානම් දිස්ත්‍රික්කයක් ලෙසද නම් කර ඇත.

02. ඒ අනුව පවතින අයහපත් කාලගුණික තත්වයේ වර්ධනයක් දක්නට ලැබෙන බැවින් හදිසි ප්‍රතිචාර දැක්වීමේ කටයුතු සඳහා [මුදල] ප්‍රතිපාදන මෙම දිස්ත්‍රික්කය වෙත ලබාදෙන ලෙස කාරුණිකව ඉල්ලා සිටිමි.

[යවන්නාගේ නම],
අතිරේක දිස්ත්‍රික් ලේකම්,
[ලිපිනය] දිස්ත්‍රික් ලේකම්/දිසාපති වෙනුවට."
REQ026,request,formal,si,නියං කාලයේ පානීය ජලය බෙදාදීමට අමතර මුදල් ඉල්ලීම,"මගේ අංකය - [ලිපි අංකය]
ප්‍රාදේශීය ලේකම් කාර්යාලය
[ලිපිනය]
[දිනය]

දිසාපතිතුමා
දිසා ලේකම් කාර්යාලය
[ලිපිනය]

නියං කාලයේ පානීය ජලය බෙදාදීම - [දිනය]

ඉහත කරුණු සම්බන්ධයෙන් ඔබගේ [දිනය] දින හා අංකය [ලිපි අංකය] දරන ලිපිය හා බැඳේ.

අපගේ වසමේ පවුල් [සංඛ්‍යාව] ට අයත් පුද්ගලයින් [සංඛ්‍යාව] දෙනෙකුට දිගටම පානීය ජලය සැපයීම සඳහා ඔබ විසින් [මුදල] නිදහස් කර ඇත. මෙයට අමතරව [මුදල] අවශ්‍යව ඇත. එනිසා පානීය ජලය සැපයීම පවත්වාගෙන යාමට අමතර මුදලද නිදහස් කරන ලෙස ඔබෙන් කාරුණිකව ඉල්ලා සිටිමි.

[යවන්නාගේ නම]
ප්‍රාදේශීය ලේකම්
ප්‍රාදේශීය ලේකම් කාර්යාලය
[ලිපිනය]"
