id,letter_category,doc_type,register,language,source,title,content,tags,rating
SEC003,request,section_template,formal,si,curated,ඉල්ලීම් වාක්‍ය ඛණ්ඩ,"කාරුණිකව ඉල්ලා සිටිමි.
ඉහත කරුණ සම්බන්ධයෙන් ඔබතුමාගේ අවධානය යොමු කරමි.
එබැවින් [ඉල්ලීම] කාරුණිකව ඉල්ලා සිටිමි.
මෙම කරුණ සලකා බලනු ඇතැයි බලාපොරොත්තු වෙමි.",request,
INV001,invitation,example,formal,si,synthetic,උත්සව ආරාධනා ලිපිය,"2026 ජනවාරි 05

ගරු සාමාජිකයෙනි,

මාතෘකාව: වාර්ෂික සම්මේලනය සඳහා ආරාධනා

ඔබතුමාව අපගේ 2026 වාර්ෂික සම්මේලනය සඳහා ආදරයෙන් ආරාධනා කරමි.

උත්සව විස්තර:
දිනය: 2026 පෙබරවාරි 15
වේලාව: පෙ.ව. 9.00
ස්ථානය: හොටෙල් ගලදාරි, කොළඹ
සැන්දෑ භෝජන: සවස 6.30

මෙම වසරේ මාතෘකාව 'නව යුගයක ආරම්භය' වන අතර, කර්මාන්තයේ ප්‍රමුඛ පෙළේ කථිකයන් සහභාගී වේ.

ඔබගේ සහභාගිත්වය තහවුරු කිරීම සඳහා 2026 ජනවාරි 31 දිනට පෙර අප හා සම්බන්ධ වන මෙන් කාරුණිකව ඉල්ලා සිටිමි.

ගෞරවයෙන්,

සංවිධායක
ABC සංගමය
දුරකථන: 011-5678901","invitation,conference,annual",4.0
APO001,apology,example,formal,si,synthetic,ප්‍රමාද ක්ෂමා ඉල්ලීම,"2026 ජනවාරි 14

කළමනාකරු මහතා,
ABC සමාගම,
කොළඹ 10.

ගරු මහත්මයාණෙනි,

මාතෘකාව: 2026 ජනවාරි 13 වන දින ප්‍රමාදය සම්බන්ධයෙන් ක්ෂමාව

2026 ජනවාරි 13 වන දින මා රාජකාරියට පැමිණීමේ ප්‍රමාදය සම්බන්ධයෙන් කාරුණිකව ක්ෂමාව අයැද සිටිමි.

එදින මාර්ග තදබදයක් හේතුවෙන් මට නියමිත වේලාවට කාර්යාලයට පැමිණීමට නොහැකි විය. මෙවැනි තත්වයක් නැවත සිදු නොවන පරිදි, මින් ඉදිරියට කල්තියා නිවසින් පිටත්ව එන බවට පොරොන්දු වෙමි.

මෙම තත්වය අවබෝධ කර ගනු ඇතැයි බලාපොරොත්තු වෙමි.

ගෞරවයෙන්,

සේවක නම
සේවක අංකය: EMP54321","apology,late,employee",3.8
INV002,invitation,example,formal,si,curated,වාර්ෂික ත්‍යාග ප්‍රදානෝත්සවය සඳහා ප්‍රධාන ආරාධිත අමුත්තා වශයෙන් සහභාගී වීමට ඇරයුම් කිරීම.,"[දිනය]

කලාප අධ්‍යාපන අධ්‍යක්ෂක තුමා,
කලාප අධ්‍යාපන කාර්යාලය,
[ලිපිනය].

ගරු මහත්මයාණෙනි,

මාතෘකාව: වාර්ෂික ත්‍යාග ප්‍රදානෝත්සවය සඳහා ප්‍රධාන ආරාධිත අමුත්තා වශයෙන් සහභාගී වීමට ඇරයුම් කිරීම.

[ආයතනය] මගින් සංවිධානය කරනු ලබන, පසුගිය වසර තුල  දක්ෂතා දැක්වූ සිසු දරු දැරියන් ඇගයීමේ වාර්ෂික ත්‍යාග ප්‍රදානෝත්සවය [දිනය] දින පෙවරු [වේලාව] ට [ස්ථානය] ශාලාවේදී පැවැත්වීමට කටයුතු සූදානම් කර ඇති අතර, මෙම උත්සවය සඳහා ඔබතුමාගේ සහභාගීත්වය  ගෞරවයෙන් අපේක්ෂා කරමු.

අධ්‍යාපනික මෙන්ම විෂය බාහිර ක්‍රියාකාරකම්වලින්ද විශිෂ්ට දක්ෂතා දැක්වූ ශිෂ්‍ය ශිෂ්‍යාවන් දිරිමත් කිරීම මෙහි ප්‍රධාන අරමුණයි. අප අධ්‍යාපන කලාපයේ ජ්‍යෙෂ්ඨ නිලධාරියෙකු වශයෙන්, ඔබතුමා මෙම අවස්ථාවට සහභාගී වීම අප පාසලේ දරු දැරියන්ට මෙන්ම ගුරු මණ්ඩලයට ද මහඟු ශක්තියක් සහ ආදර්ශයක් වනු නොඅනුමානය.

එබැවින්, එදින ප්‍රධාන ආරාධිත අමුත්තා වශයෙන් සහභාගී වී ජයග්‍රාහී සිසුන්ට ත්‍යාග සහ සහතික පිරිනැමීමට කාරුණික වන මෙන් ගෞරවයෙන් ආරාධනා කර  සිටිමු.  ඔබතුමාගේ පැමිණීම [දිනය] දිනට පෙර ස්ථිර කරන මෙන්  කාරුණිකව ඉල්ලා සිටිමු.

ඔබගේ සුබවාදී ප්‍රතිචාරය සහ පැමිණීම අප බෙහෙවින් අගය කොට සලකමු.

ස්තූතියි.

ගෞරවයෙන්,

ප්‍රධාන ගුරුතුමා/විදුහල්පති,
[ආයතනය].",,
INV003,invitation,example,formal,si,curated,ග්‍රාමීය සංවර්ධනය සහ යටිතල පහසුකම් පිළිබඳ සාකච්ඡා කෙරෙන විශේෂ රැස්වීම සඳහා සහභාගී වීමට ඇරයුම් කිරීම.,"[දිනය]

ප්‍රාදේශීය ලේකම් තුමා,
ප්‍රාදේශීය ලේකම් කාර්යාලය,
[ලිපිනය].

ගරු මහත්මයාණෙනි,

මාතෘකාව: ග්‍රාමීය සංවර්ධනය සහ යටිතල පහසුකම් පිළිබඳ සාකච්ඡා කෙරෙන විශේෂ රැස්වීම සඳහා සහභාගී වීමට ඇරයුම් කිරීම.

[ආයතනය] මගින් සංවිධානය කරනු ලබන වාර්ෂික ප්‍රජා සංවර්ධන මහා සභා රැස්වීම [දිනය] දින පෙවරු [වේලාව] ට [ස්ථානය] ශාලාවේදී පැවැත්වීමට කටයුතු යොදා ඇත. ප්‍රදේශයේ පවතින පොදු ගැටලු සහ ඉදිරි සංවර්ධන සැලසුම් පිළිබඳව ප්‍රදේශවාසීන් දැනුවත් කිරීම සහ තීරණ ගැනීම මෙම රැස්වීමේ ප්‍රධාන අරමුණ වේ. 
  
ග්‍රාමීය මට්ටමින් ක්‍රියාත්මක වන සංවර්ධන ව්‍යාපෘති සඳහා රාජ්‍ය අංශයේ සෘජු දායකත්වය සහ මගපෙන්වීම අත්‍යවශ්‍ය වන බැවින්, මෙම අවස්ථාවට ප්‍රදේශයේ ප්‍රධාන පරිපාලන නිලධාරියා වශයෙන් ඔබතුමාගේ සහභාගීත්වය අප බෙහෙවින් අගය කොට සලකමු. ඔබතුමාගේ වටිනා අදහස් සහ උපදෙස් ගම්වාසීන්ගේ පොදු සුභසිද්ධිය උදෙසා මහත් පිටුවහලක් වනු නොඅනුමානය.

එබැවින්, කාර්යබහුල රාජකාරි මධ්‍යයේ වුවද එදින මෙම විශේෂ රැස්වීමට සහභාගී වන ලෙස කාරුණිකව ඉල්ලා සිටිමු.

ඔබගේ සුබවාදී ප්‍රතිචාරය අප බෙහෙවින් අගය කොට සලකමු.

ස්තූතියි.

මෙයට විශ්වාසී,

සභාපති තුමා,
ග්‍රාම සංවර්ධන සමිතිය,
[ස්ථානය].",,
INV004,invitation,example,formal,si,curated,වාර්ෂික සංඝගත දානමය පින්කමේ මුලසුන හෙබවීම සඳහා ආරාධනා කිරීම,"[දිනය]

ගරු නායක ස්වාමීන් වහන්සේ,
[ආයතනය / පිරිවෙන],
[ලිපිනය].

ගරුතර ස්වාමීන් වහන්ස,

මාතෘකාව: වාර්ෂික සංඝගත දානමය පින්කමේ මුලසුන හෙබවීම සඳහා ආරාධනා කිරීම.

[ආයතනය] විහාරස්ථ දායක සභාව සහ ගම්වාසීන් විසින් සංවිධානය කරනු ලබන වාර්ෂික පුණ්‍ය මහෝත්සවයට සමගාමීව පැවැත්වෙන මහා සංඝගත දානමය පින්කම [දිනය] දින පස්වරු [වේලාව] ට [ස්ථානය] විහාරස්ථානයේදී පැවැත්වීමට කටයුතු සම්පාදනය කර ඇත. මෙම උදාර පින්කමෙහි මුලසුන හෙබවීම සඳහා ඔබ වහන්සේට ඉතා ගෞරවයෙන් ආරාධනා කර සිටිමු.

ගම්වාසීන්ගේ සහ විහාරස්ථ දායක කාරකාදීන්ගේ ආධ්‍යාත්මික සුවය උදෙසාත්, මියගිය ඥාතීන්ට පින් අනුමෝදන් කිරීම උදෙසාත් පවත්වනු ලබන මෙම පින්කමෙහිදී, අනුශාසනාවක් පවත්වා පින්කම මෙහෙයවන ලෙස ඔබ වහන්සේගෙන් කාරුණිකව ඉල්ලා සිටිමු. ඔබ වහන්සේ වැනි වියත් ධර්මධර මහා සංඝරත්නයකගේ වැඩමවීම අප විහාරස්ථානයට මෙන්ම මුළු මහත් ප්‍රදේශයටම මහත් ආශිර්වාදයක් වනු  ඇත.

එබැවින්, නියමිත දින සහ වේලාවට [ස්ථානය] විහාරස්ථානය වෙත වැඩම කර අප කෙරෙහි අනුකම්පාවෙන් මෙම පින්කම සාර්ථක කර දෙන ලෙස ශාසනාලැදියෙන් යුතුව ආරාධනා කර සිටිමු. වැඩමවීම පිළිබඳ ස්ථිර පණිවුඩය [දිනය] දිනට පෙර දායක සභාව වෙත දන්වා එවන්නේ නම් එය අපගේ කටයුතු සම්පාදනය කර ගැනීමට මහත් පහසුවක් වනු ඇත.

ඔබ වහන්සේට නිදුක් නිරෝගී සුවය ප්‍රාර්ථනා  කර සිටිමු .

තෙරුවන් සරණයි.

මෙයට, ශාසනාලැදි,

සභාපති තුමා / ලේකම් තුමා,
විහාරස්ථ දායක සභාව,
[ස්ථානය].",,
THN001,thank-you,example,formal,si,curated,වාර්ෂික උත්සවයේ ආරාධිත දේශකයා ලෙස සහභාගී වීම සම්බන්ධයෙන් ස්තූතිය පිරිනැමීම.,"[දිනය]

[ලබන්නාගේ තනතුර],
[ආයතනය/පිරිවෙන],
[ලිපිනය].

ගරු මහත්මයාණෙනි,

මාතෘකාව: වාර්ෂික උත්සවයේ ආරාධිත දේශකයා ලෙස සහභාගී වීම සම්බන්ධයෙන් ස්තූතිය පිරිනැමීම.

[ආයතනය] මගින් සංවිධානය කරන ලද වාර්ෂික මහා සභා රැස්වීම සහ ප්‍රජා සත්කාරක වැඩසටහන [දිනය] දින [ස්ථානය] ශාලාවේදී අති සාර්ථක අන්දමින්  පවත්වනු ලැබූ අතර, එම සුවිශේෂී අවස්ථාවට අපගේ ආරාධනය පිළිගෙන ප්‍රධාන ආරාධිත දේශකයා වශයෙන් සහභාගී වීම පිළිබඳව [ආයතනය] වෙනුවෙන් ඔබතුමා වෙත අපගේ හෘදයාංගම ස්තූතිය මෙයින් පුද කර සිටිමු.

එදින ඔබතුමා විසින් පවත්වන ලද [විෂය පථය] පිළිබඳ දේශනය ඉතා කාලෝචිත මෙන්ම අතිශය වැදගත් කරුණු රාශියකින් සමන්විත විය. ඔබතුමා සතු ගැඹුරු දැනුම සහ පළපුරුද්ද ඇසුරෙන් ඉදිරිපත් කළ අදහස්, එදින එම ස්ථානයට රැස්ව සිටි සියලු දෙනාගේ පැසැසුමට ලක් වූ අතර, ඔවුන්ගේ ඉදිරි කටයුතු වඩාත් විධිමත් කර ගැනීමටත් මහඟු පිටුවහලක් වූ බව සියලු දෙනාගේ අදහස විය.

ඔබ වැනි කාර්යබහුල විද්වතෙකු අපගේ ආරාධනයට ගරු කරමින්, ලබා දුන් ඒ විශිෂ්ට දායකත්වය අප ඉතා ඉහළින් අගය කොට සලකන අතර, මෙම දේශනය අප සංගමයේ ඉතිහාසයේ සුවිශේෂී සන්ධිස්ථානයක් ලෙස සටහන් වන බව ද ප්‍රකාශ කිරීමට කැමැත්තෙමු.

ඉදිරියටත් ඔබතුමාගේ මෙවැනිම සහයෝගය සහ මගපෙන්වීම අප සංගමය වෙත ලැබෙනු ඇතැයි අපි මහත් සේ බලාපොරොත්තු වෙමු. ඔබතුමාගේ සියලු කටයුතු සර්වප්‍රකාරයෙන්ම සාර්ථක වේවායි අපි ප්‍රාර්ථනා කරමු.

ස්තූතියි.

ගෞරවයෙන්,

සභාපති තුමා,
[ආයතනය].",,
ANN001,announcement,example,formal,si,curated,ලබන මස සිට ක්‍රියාත්මක වන පරිදි කාර්යාලයීය සේවා කාලය සංශෝධනය කිරීම පිළිබඳ දැනුම්දීම.,"[දිනය]

සියලුම සේවක මහත්ම මහත්මීන් වෙත,
[ආයතනය],
[ලිපිනය].

හිතවත් මහත්ම මහත්මියනි,

මාතෘකාව: ලබන මස සිට ක්‍රියාත්මක වන පරිදි කාර්යාලයීය සේවා කාලය සංශෝධනය කිරීම පිළිබඳ දැනුම්දීම.

[ආයතනය] මගින් ක්‍රියාත්මක කරනු ලබන ව්‍යාපෘතිවල කාර්යක්ෂමතාව ඉහළ නැංවීම සහ සේවකයින්ගේ පහසුව සැලකිල්ලට ගනිමින්, එළඹෙන [දිනය] දින සිට ක්‍රියාත්මක වන පරිදි කාර්යාලීය සේවා කාලය වෙනස් කිරීමට කළමනාකාරීත්වය විසින් තීරණය කර ඇත. මෙම තීරණය ආයතනයේ සියලුම අංශ සහ ශාඛා සඳහා පොදුව අදාළ වේ.

ඒ අනුව, නව සේවා කාල සීමාවන් පහත පරිදි වනු ඇත:

කාර්යාලය විවෘත කරන වේලාව: පෙවරු [වේලාව]

කාර්යාලය වසා තබන වේලාව: පස්වරු [වේලාව]

දිවා ආහාර විවේකය: පස්වරු [වේලාව] සිට [වේලාව] දක්වා

මෙම සංශෝධිත කාලසටහනට අනුව ඔබගේ දෛනික රාජකාරී කටයුතු සැලසුම් කර ගන්නා ලෙසත්, නියමිත වේලාවට සේවයට වාර්තා කර ආයතනික විනය පවත්වා ගැනීමට සහය වන ලෙසත් කාරුණිකව දන්වා සිටිමු. යම් හෙයකින් මෙම වෙනස හේතුවෙන් ඔබගේ රාජකාරී කටයුතුවලට බාධාවක් පවතී නම්, ඒ පිළිබඳව ඔබගේ අංශ ප්‍රධානියා දැනුවත් කිරීමට කටයුතු කරන ලෙස ද දන්වා සිටිමු.

මෙම නව ක්‍රියාවලිය සාර්ථක කර ගැනීම සඳහා ඔබ සැමගෙන් ලැබෙන සහයෝගය කළමනාකාරීත්වය ලෙස ඉතා අගය කොට සලකමු. මේ පිළිබඳව කිසියම් පැහැදිලි කිරීමක් අවශ්‍ය වන්නේ නම් මානව සම්පත් අංශය හා සම්බන්ධ වන්න.

ස්තූතියි.

විශ්වාසී,

කළමනාකරු මහතා,
[ආයතනය].",,
STRUCT005,apology,structure,formal,si,curated,සමාව ඉල්ලීමේ ලිපි ආකෘතිය,"[දිනය]

[ලබන්නාගේ තනතුර],
[ආයතනය],
[ලිපිනය].

ගරු මහත්මයාණෙනි,

මාතෘකාව: [සිදුවීම/අතපසුවීම] පිළිබඳව නිල වශයෙන් සමාව අයැදීම.

[දිනය] දින සිදු වූ [සිදුවීම/හේතුව] සම්බන්ධයෙන් [ආයතනය/පාර්ශවය] වෙත සිදු වූ අපහසුතාවය පිළිබඳව අපගේ කණගාටුව ප්‍රකාශ කර සිටිමු. මෙම ප්‍රමාදය/අතපසුවීම සිදු වූයේ [හේතුව/තත්ත්වය] නිසා බවත්, එය කිසිසේත්ම චේතනාන්විතව සිදු වූවක් නොවන බවත් කරුණාවෙන් දන්වා සිටිමු .

මෙම තත්ත්වය හේතුවෙන් ඔබතුමාට/ඔබ ආයතනයට සිදු වූ අපහසුතාවය පිළිබඳව අප නැවත වරක් කණගාටු වන අතර, මෙවැනි දෙයක් නැවත සිදු නොවීමට වගබලා ගැනීම සඳහා [පොරොන්දු වන නිවැරදි කිරීමේ පියවර] දැනටමත් ක්‍රියාත්මක කර ඇත. ආයතනයක් ලෙස අප සැමවිටම උසස් ප්‍රමිතියක් පවත්වා ගැනීමට කැපවී සිටින අතර, මෙම සිදුවීම අපගේ සේවාවේ ගුණාත්මකභාවය පිළිබඳව නැවත සලකා බැලීමට අවස්ථාවක් කර ගනිමු.

එමෙන්ම දිරියටත් ඔබතුමා සමඟ වඩාත් විනිවිදභාවයකින් සහ වගකීමකින් යුතුව කටයුතු කිරීමට අප බලාපොරොත්තු වෙමු.

ස්තූතියි.

ගෞරවයෙන්,

[තනතුර/වගකිවයුතු නිලධාරියා],
[ආයතනය].",,
APO001,apology,structure,formal,si,curated,භාණ්ඩ සැපයීමේදී සිදු වූ ප්‍රමාදය පිළිබඳව කණගාටුව ප්‍රකාශ කිරීම සහ නිල වශයෙන් සමාව අයැදීම.," [දිනය]

[තනතුර],
[ආයතනය],
[ලිපිනය].

ගරු මහත්මයාණෙනි,

මාතෘකාව: භාණ්ඩ සැපයීමේදී සිදු වූ ප්‍රමාදය පිළිබඳව කණගාටුව ප්‍රකාශ කිරීම සහ නිල වශයෙන් සමාව අයැදීම.

අප ආයතනය විසින් ඔබ වෙත ලබා දෙන ලද [ඇණවුම් අංකය] දරන භාණ්ඩ තොගය නියමිත දිනට ලබා දීමට නොහැකි වීම සම්බන්ධයෙන් සහ මෙම ප්‍රමාදය හේතුවෙන් ඔබගේ ව්‍යාපාරික කටයුතු සඳහා සිදු වූ අපහසුතාවය අපගේ බලවත් කණගාටුව ප්‍රකාශ කර සිටිමු.

මෙම ප්‍රමාදය සිදු වීමට මූලික හේතුව වූයේ [හේතුව - උදා: ප්‍රවාහන අංශයේ ඇති වූ හදිසි කාර්මික දෝෂයක් / සැපයුම් දාමයේ ඇති වූ බාධාවක්] බව කාරුණිකව දන්වා සිටිමු. අප ආයතනය සැමවිටම නියමිත වේලාවට සේවාවන් සැපයීමට බැඳී සිටින නමුත්, මෙම අනපේක්ෂිත තත්ත්වය හේතුවෙන් අපගේ සේවා ප්‍රමිතිය පවත්වා ගැනීමට බාධා එල්ල විය.

කෙසේ වුවද, මෙම තත්ත්වය නිවැරදි කිරීම සඳහා අප දැනටමත් අවශ්‍ය පියවර ගෙන ඇති අතර, අදාළ භාණ්ඩ තොගය [දිනය] දිනට පෙර ඔබ වෙත ලැබීමට සලස්වන බවට සහතික වෙමු. තවද, මෙවැනි ප්‍රමාදයන් අනාගතයේදී සිදු නොවීමට වගබලා ගැනීම සඳහා අපගේ බෙදාහැරීමේ ක්‍රියාවලිය වඩාත් විධිමත් කිරීමට ද පියවර ගෙන ඇත.

අප කෙරෙහි ඔබ තබා ඇති විශ්වාසය පිළිබඳව ස්තූතිවන්ත වන අතර, මෙම සිදුවීම පිළිබඳව ඔබගේ කාරුණික අවබෝධය සහ ඉවසීම අප බෙහෙවින් අගය කරමු.

ස්තූතියි.

මෙයට විශ්වාසී,

කළමනාකරු,
[ආයතනය].",,
REQ003,request,example,formal,si,curared,පවතින ආර්ථික දුෂ්කරතා හේතුවෙන් මූල්‍ය ආධාර හෝ ශිෂ්‍යත්වයක් ලබා ගැනීම සඳහා ඉල්ලීම.,"ලේඛකාධිකාරී තුමා,
[ආයතනය],
[ලිපිනය].

ගරු මහත්මයාණෙනි,

මාතෘකාව: පවතින ආර්ථික දුෂ්කරතා හේතුවෙන් මූල්‍ය ආධාර හෝ ශිෂ්‍යත්වයක් ලබා ගැනීම සඳහා ඉල්ලීම.

මම [ආයතනය] හි [පීඨය] යටතේ [අධ්‍යයන වර්ෂය] වසරේ අධ්‍යාපනය ලබන ශිෂ්‍යයෙක්මි. දැනට මා හදාරනු ලබන උපාධි පාඨමාලාවේ අධ්‍යයන කටයුතු බාධාවකින් තොරව කරගෙන යාම සඳහා අවශ්‍ය වන මූල්‍යමය පහසුකම් සපයා ගැනීමේදී මාගේ පවුල දැඩි ආර්ථික දුෂ්කරතාවලට මුහුණ දී සිටින බැවින්, ඒ සඳහා ඔබගේ අවධානය යොමු කිරීමට මෙම ලිපිය ඉදිරිපත් කරමි.

මාගේ පවුලේ එකම ආදායම් උපයන්නා වන මාගේ පියා/මව ට [හේතුව - උදා: අසනීප තත්ත්වයකින් පසු වීම / රැකියාව අහිමි වීම] හේතුවෙන් පවුලේ දෛනික වියදම් මෙන්ම මාගේ අධ්‍යාපන වියදම් පියවා ගැනීම ද අතිශය දුෂ්කර වී ඇති බැවින් නේවාසිකාගාර ගාස්තු, උපකරණ සහ අනෙකුත් අධ්‍යයන වියදම් පියවා ගැනීම මා හට දැඩි බාධාවක් වී පවතී.

මාගේ පසුගිය අධ්‍යයන වර්ෂයන්හි ප්‍රතිඵල මගින් මා ලබා ඇති අධ්‍යයන දක්ෂතාවන් තහවුරු කළ හැකි අතර, ඔබ ආයතනය මගින් පිරිනමනු ලබන මූල්‍ය ආධාර වැඩසටහනක් හෝ සුදුසු ශිෂ්‍යත්වයක් ලබා දීමට කාරුණික වන්නේ නම් එය මාගේ අනාගතය වෙනුවෙන් කරනු ලබන මහඟු උපකාරයක් වනු ඇත.

මෙම ඉල්ලීම පිළිබඳව ඔබතුමාගේ සහ අදාළ කමිටුවේ කාරුණික අවධානය යොමු කර, මා වෙත සහනයක් ලබා දෙන ලෙස ඉතා ගෞරවයෙන් ඉල්ලා සිටිමි. මේ සම්බන්ධයෙන් අවශ්‍ය කරන සියලුම සහතික පත්‍ර සහ නිර්දේශ ලිපි ඉල්ලුම් කළ සැනින් ඉදිරිපත් කිරීමට මම සූදානම්ව සිටිමි.

ස්තූතියි.

ගෞරවයෙන්,

ශිෂ්‍යයා,
[ආයතනය].",,
REQ004,request,example,formal,si,curated,වෘත්තීය විභාගයක් සඳහා පෙනී සිටීම  සඳහා අධ්‍යයන නිවාඩු ලබා ගැනීම පිළිබඳව.,"[දිනය]

දෙපාර්තමේන්තු ප්‍රධානියා,
[ආයතනය],
[ලිපිනය].

ගරු මහත්මයාණෙනි,

මාතෘකාව: වෘත්තීය විභාගයක් සඳහා පෙනී සිටීම  සඳහා අධ්‍යයන නිවාඩු ලබා ගැනීම පිළිබඳව.

මම [ආයතනය] යටතේ [තනතුර] දරමින් රාජකාරී ඉටුකරන නිලධාරියෙක්මි. [දිනය] දින සිට [දිනය] දින දක්වා පැවැත්වීමට නියමිත [විභාගයේ නම] වෘත්තීය විභාගය සඳහා පෙනී සිටීමට මා බලාපොරොත්තු වන බැවින්, ඒ සඳහා අවශ්‍ය වන අධ්‍යයන නිවාඩු අනුමත කරවා ගැනීමට මෙමගින් ඉල්ලුම් කර සිටිමි.

මෙම වෘත්තීය විභාගය සමත්වීම මාගේ වෘත්තීය ප්‍රගතියට මෙන්ම දැනට මා ඉටුකරන රාජකාරීන් වඩාත් විධිමත් ලෙස හා නවීන දැනුමෙන් යුතුව ඉටු කිරීමට මහඟු පිටුවහලක් වනු ඇත. විභාගය සඳහා සූදානම් වීමට සහ ඒ සඳහා පෙනී සිටීමට [දින ගණන] ක අධ්‍යයන නිවාඩු කාලයක් මට අවශ්‍යව පවතී.

මා නිවාඩු ලබා සිටින කාල සීමාව තුළ මාගේ රාජකාරී කටයුතු බාධාවකින් තොරව පවත්වාගෙන යාම සඳහා [වෙනත් සේවකයා/නිලධාරියා] වෙත අදාළ වගකීම් පවරා දීමට අවශ්‍ය කටයුතු සූදානම් කර ඇති බව ද කරුණාවෙන් දන්වා සිටිමි.

එබැවින්, මාගේ මෙම ඉල්ලීම පිළිබඳව ඔබතුමාගේ කාරුණික අවධානය යොමු කර, අදාළ දින සඳහා අධ්‍යයන නිවාඩු අනුමත කර දෙන ලෙස ඉතා ගෞරවයෙන් ඉල්ලා සිටිමි. මේ සම්බන්ධයෙන් ඔබ දක්වන සහයෝගය මම බෙහෙවින් අගය කරමි.

ස්තූතියි.

ගෞරවයෙන්,

[තනතුර/සේවකයා],
[ආයතනය].",,
CMP002,complaint,example,formal,si,curated,උප්පැන්න සහතිකයක් නිකුත් කිරීමේදී සිදුවන ප්‍රමාදය පිළිබඳව පැමිණිලි කිරීම.,"[දිනය]

ප්‍රාදේශීය ලේකම් කාර්යාල නිලධාරී තුමා,
ප්‍රාදේශීය ලේකම් කාර්යාලය,
[ලිපිනය].

ගරු මහත්මයාණෙනි,

මාතෘකාව: උප්පැන්න සහතිකයක් නිකුත් කිරීමේදී සිදුවන ප්‍රමාදය පිළිබඳව පැමිණිලි කිරීම.

මා විසින් [දිනය] දින ඉදිරිපත් කරන ලද [අයදුම්පත් අංකය] දරන උප්පැන්න සහතික පිටපතක් ලබා ගැනීමේ ඉල්ලුම්පත්‍රය සම්බන්ධයෙන් මෙතෙක් කිසිදු සාධාරණ විසඳුමක් ලැබී නොමැති බව කණගාටුවෙන් යුතුව දන්වා සිටිමි. මෙම සහතිකය ලබා ගැනීම සඳහා මා අවස්ථා කිහිපයකදීම ඔබ කාර්යාලය වෙත පැමිණ විමසීම් කළද, ඒ සෑම අවස්ථාවකදීම නිසි පිළිතුරක් ලබා දීමට අදාළ අංශ අපොහොසත් විය.

සාමාන්‍ය පරිපාලන ක්‍රියාවලියට අනුව මෙම ලේඛනය ලබා දීමට ගතවන කාල සීමාව ඉක්මවා ගොස් ඇති අතර, මෙම ප්‍රමාදය හේතුවෙන් මාගේ [හේතුව - උදා: පාසල් ඇතුළත් කිරීම් / විදේශ ගමන් බලපත්‍ර කටයුතු] සඳහා දැඩි බාධා එල්ල වී ඇත.

එබැවින්, සිදු වී ඇති මෙම ප්‍රමාදය පිළිබඳව ඔබතුමාගේ පෞද්ගලික අවධානය යොමු කර, හැකි ඉක්මනින් අදාළ සහතික පත්‍රය ලබා දීමට අවශ්‍ය කටයුතු සම්පාදනය කරන ලෙස ඉතා ගෞරවයෙන් ඉල්ලා සිටිමි. රජයේ ආයතනයක් කෙරෙහි මහජනතාව තබා ඇති විශ්වාසය ආරක්ෂා වන පරිදි කටයුතු කරනු ඇතැයි මම අපේක්ෂා කරමි.

මෙම පැමිණිල්ල සම්බන්ධයෙන් ඔබ ගන්නා ක්‍රියාමාර්ගය පිළිබඳව මා වෙත දැනුම් දෙන ලෙස කාරුණිකව ඉල්ලා සිටිමි.

ස්තූතියි.

විශ්වාසී,

[අයදුම්කරු/පුරවැසියා],
[ලිපිනය].",,
